DateBurn,BurnName,Lat,Long,CountyName,InChangeOfName,AgencyName,AcresBurnUnit,AcresBurnPercent,FuelType,MoistureCondition,Method,,,CrewSize,FireComplexity,FuelModel,RecentBurnDate,LandType
3/29/2016,2016 Morgan County NWSG,37.91585,-83.23888,Morgan,Chris Osborne,University of Kentucky,4.6,100,Grass - Moderate,Unknown,Hand,,,5,Low,6,3/29/2018,Private
3/9/2017,TA11 - Tow Dragon Range,37.917,-85.976,Hardin,Fort Knox Natural Resources Branch,DOD,34,100,Shrub - Moderate,10,Hand,,,5,Low,6,4/6/2015,Private
3/12/2018,Wilson Road Pollinator Units,37.917,-85.97,Hardin,Natural Resources Branch,DOD,34,100,Grass - Light,10,Hand,,,5,Low,6,,Private
3/5/2017,Cantonment Area near loading dock,37.919,-85.959,Hardin,Fort Knox Natural Resources Branch,DOD,9,100,Grass - Light,10,Hand,,,5,Low,6,3/15/2016,Private
4/2/2019,Tow Dragon Range,37.919,-85.976,Hardin,Fort Knox Natural Resources Branch,DOD,20,100,Grass - Moderate,15,Hand,,,5,Low,6,3/20/2017,Private
3/5/2018,Pollinator - Junior Duke,37.92,-85.971,Hardin,Natural Resources Branch,DOD,3,100,Grass - Light,10,Hand,,,7,Low,6,4/1/2014,Private
3/5/2017,HA20 - near airfield,37.921,-85.97,Hardin,Fort Knox Natural Resources Branch,DOD,16,100,Shrub - Light,10,Hand,,,5,Low,6,4/1/2014,Private
3/9/2016,HA20,37.922,-85.966,Hardin,Fort Knox Natural Resources Branch,DOD,35,85,Grass - Heavy,15,Hand,,,6,Low,6,3/16/2017,Private
3/17/2016,HA8,37.9235,-86.01794,Meade,Fort Knox Natural Resources Branch,DOD,38,95,Shrub - Moderate,15,Hand,,,6,Low,6,3/16/2017,Private
3/5/2017,HA19 - near Brandenburg Gate,37.925,-85.978,Hardin,Fort Knox Natural Resources Branch,DOD,9,100,Grass - Light,10,Hand,,,6,,6,3/9/2017,Private
2/26/2019,HA19 Pollinator Plot,37.925,-85.977,Hardin,Natural Resources Branch,DOD,34,80,Grass - Moderate,10,Hand,,,6,Low,6,3/8/2017,Private
3/5/2017,HA19,37.932,-85.965,Hardin,Fort Knox Natural Resources Branch,DOD,10,100,Litter - Moderate,10,Hand,,,5,Low,6,3/2/2018,Private
3/6/2018,Natural Resources Branch Office Pollinator Unit,37.932,-85.948,Hardin,Natural Resources Branch,DOD,10,100,Grass - Light,10,Hand,,,6,Low,6,2/20/2018,Private
3/5/2017,HA18-19,37.937,-85.963,Hardin,Fort Knox Natural Resources Branch,DOD,197,95,Litter - Moderate,10,Hand,,,9,Low,12,4/5/2018,Private
3/20/2017,HA18,37.939,-85.952,Hardin,Fort Knox Natural Resources Branch,DOD,7,95,Shrub - Light,10,Hand,,,2,Low,26,,Public
3/15/2017,HA48 - Wilcox Range,37.943,-85.801,Bullitt,Fort Knox Natural Resources Branch,DOD,900,95,Grass - Moderate,10,Hand,,,12,Moderate,1,5/1/2006,Private
3/20/2014,John Davis,37.9433056,-86.4317222,Breckinridge,Jared Handley,KDFWR,25,100,Grass - Heavy,Unknown,Hand,,,3 cre,Low,1,3/1/2017,Private
3/31/2015,HA18,37.944,-85.959,Hardin,Fort Knox Natural Resources Branch,DOD,128,90,Litter - Moderate,20,Hand,,,7,Moderate,3,3/5/2017,Public
3/9/2016,Paintsville - Route 172 and Patoker Road Fields,37.94697,-82.99964,Morgan,Zachary Slinker,KDFWR,75,75,Grass - Light,Unknown,Hand,,,7,Low,12,3/7/2016,Public
3/23/2017,Paintsville - Route 172 and Patoker Road Fields,37.948027,-83.003111,Morgan,Zachary Slinker,KDFWR,54,85,Grass - Moderate,Unknown,Hand,,,7,Low,5,3/5/2018,Public
4/4/2016,HA3-4 Red Lion kudzu,37.958,-86.004,Meade,Fort Knox Natural Resources Branch,DOD,17,95,Litter - Moderate,15,Hand,,,7,Low,5,3/6/2018,Public
4/13/2016,Tegeler Rx Burn,37.960679,-85.180698,Nelson,Jason Nally,KDFWR,17.4,100,Grass - Light,Unknown,Hand,,,7,Moderate,5,3/12/2018,Public
4/4/2016,Yellowbank WMA- TU1,37.9653,-86.47,Breckinridge,Ryan Taylor,KDFWR,252,85,Grass - Heavy,Unknown,Hand,,,7,Moderate,5,3/12/2018,Public
4/2/2019,Shelman Cemetery Unit,37.9654,-86.4729,Breckinridge,Ryan Taylor,KDFWR,252,85,Grass - Heavy,Unknown,Hand,,,7,Moderate,5,3/9/2018,Public
3/18/2016,HA2,37.9839,-86.0047,Meade,Fort Knox Natural Resources Branch,DOD,151,90,Litter - Heavy,15,Hand,,,9,Low,1,3/1/2017,Public
4/5/2016,Pine Creek Barrens,37.98441,-85.62885,Bullitt,Chris Minor,TNC,23,90,Litter - Moderate,8,Hand,,,8,Low,1,3/1/2017,Public
4/3/2019,"Pine Creek Units 3,4,5",37.98441,-85.62885,Bullitt,Chris Minor,TNC,20,85,Litter - Moderate,8,Hand,,,16,High,1,3/1/2016,Public
4/4/2016,HA2,37.987,-86.006,Meade,Fort Knox Natural Resources Branch,DOD,78,95,Litter - Moderate,15,Hand,,,10,Moderate,11,3/5/2018,Public
3/20/2014,Yellowbank WMA- T1,37.99,-86.48,Breckinridge,Ryan T Taylor,KDFWR,62,90,Grass - Heavy,Unknown,Hand,,,16,High,31,,Public
3/23/2017,HA34,37.991,-85.842,Bullitt,Fort Knox Natural Resources Branch,DOD,36,95,Litter - Moderate,10,Hand,,,11,Low,10,4/10/2018,Private
4/4/2016,Yellowbank WMA- TU2,37.9912,-86.4746,Breckinridge,Ryan Taylor,KDFWR,62,90,Grass - Heavy,Unknown,Hand,,,6,Low,2,,Private
4/10/2019,Taylorsville Lake Pollinator,38.0004,-85.308,Spencer,Evan McKinney,USACE,0.1,95,Grass - Light,Unknown,Hand,,,6,Low,2,3/24/2017,Private
4/15/2016,HA29 Kudzu,38.002,-85.919,Bullitt,Fort Knox Natural Resources Branch,DOD,20,100,Grass - Moderate,15,Hand,,,6,Low,7,3/24/2017,Private
3/20/2014,Briar Ridge - 2014,38.012197,-85.238058,Spencer,Bill Mitchell,KDFWR,20.1,100,Grass - Moderate,Unknown,Hand,,,14,Low,11,,Public
3/19/2018,Taylorsville Lake WMA,38.012486,-85.298548,Spencer,Zach Beyer,KDFWR,93,70,Grass - Moderate,Unknown,Hand,,,5,Moderate,1,3/16/2017,Public
2/21/2017,TLWMA,38.020454,-85.336445,Spencer,Josh Lillpop,KDFWR,11,95,Grass - Moderate,0,Hand,,,7,Low,10,,Private
2/21/2017,TLWMA,38.020454,-85.336445,Spencer,Josh Lillpop,KDFWR,9,90,Grass - Light,0,Hand,,,7,Low,1,,Private
3/24/2014,Yellowbank WMA- T1,38.03,-86.53,Breckinridge,Ryan T Taylor,KDFWR,66,90,Grass - Heavy,Unknown,Hand,,,6,Low,26,,Private
3/27/2019,Greg Lewis Burn,38.032081,-83.384538,Morgan,Robert Lewis,KDFWR,22.4,70,Grass - Moderate,Unknown,Hand,,,9,Moderate,26,,Private
3/29/2019,Wolfpen Unit,38.0643,-82.772827,Lawrence,James Woods,KDFWR,133,90,Litter - Moderate,Unknown,Hand,,,8,Moderate,16,,Public
3/28/2019,Cherokee-Irish Creek,38.06603,-82.805736,Lawrence,Robert Lewis,KDFWR,187,85,Litter - Heavy,Unknown,Hand,,,5,High,6,,Private
4/11/2018,Strip Mine Unit,38.067244,-82.83004,Lawrence,Jimmy Woods,KDFWR,120,95,Litter - Heavy,Unknown,Hand,,,8,Moderate,1,,Public
4/15/2016,"Rybka 1,2,4,5",38.1068,-83.4249,Rowan,Chris Minor,TNC,30,90,Grass - Moderate,7,Hand,,,5,Low,1,,Private
9/26/2013,None,38.17213889,-84.92244444,Franklin,Dave Frederick,KDFWR,4.6,90,Grass - Heavy,70,Hand,,,6,Low,10,,Private
3/27/2019,KDFWR HQ 2019,38.173029,-84.922464,Franklin,Kyle Sams,KDFWR,20,90,Grass - Moderate,Unknown,Hand,,,8,Moderate,31,,Public
3/16/2018,KDFWR HQ Burn,38.174368,-84.922301,Franklin,Kyle Sams,KDFWR,6,95,Grass - Moderate,Unknown,Hand,,,7,Low,8,3/28/2019,Private
3/5/2018,Green Brier/ Deer Creek,38.195466,-82.985744,Carter,Jimmy Woods,KDFWR,34,95,Litter - Moderate,Unknown,Hand,,,7,Low,7,3/24/2014,Private
4/2/2019,Bills Branch Unit,38.195649,-83.012054,Elliott,James Woods,KDFWR,126,50,Litter - Moderate,Unknown,Hand,,,6,Low,1,1/1/2015,Private
3/20/2019,Deer Creek Green Brier Unit,38.207814,-82.987506,Carter,James Woods,KDFWR,802,75,Litter - Heavy,Unknown,Hand,,,6,Low,12,,Private
1/27/2014,None,38.21813483,-84.86512783,Franklin,Jennifer Miller-KDAQ Test- Not a real burn,KY Division of Air Quality,1,50,Shrub - Moderate,50,Hand,,,5,Low,35,,Public
3/5/2018,West Clifty Burn,38.227539,-83.01712,Carter,Jimmy Woods,KDFWR,48,85,Grass - Moderate,Unknown,Hand,,,8,Moderate,10,3/15/2016,Public
3/13/2019,West Clifty Unit,38.22782,-83.017139,Carter,James Woods,KDFWR,48,85,Shrub - Moderate,Unknown,Hand,,,6,Low,1,,Private
3/30/2016,Indian Creek Unit 2,38.25,-83.725,Bath,Jacob Stewart,KDFWR,84,90,Grass - Light,Unknown,Hand,,,8,Low,1,,Private
3/28/2019,Indian Creek Unit 2,38.25,-83.72,Bath,Jacob Stewart,KDFWR,133,80,Grass - Moderate,Unknown,Hand,,,14,Moderate,11,3/15/2016,Public
3/30/2016,Indian Creek Unit 1,38.251,-83.725,Bath,Jacob Stewart,KDFWR,18,60,Grass - Light,Unknown,Hand,,,9,Moderate,10,3/15/2016,Public
9/20/2018,Long Run Burn,38.271,-85.405,Shelby,Chris Grasch,KDFWR,60,65,Grass - Heavy,Unknown,Hand,,,7,Low,1,3/15/2016,Public
4/16/2019,McAlpine Area G,38.27632,-85.7887,Jefferson,Keith Chasteen,USACE,1.6,90,Shrub - Light,Unknown,Hand,,,7,Low,1,3/15/2016,Public
4/5/2018,McAlpine Area A,38.277,-85.793,Jefferson,Keith Chasteen,USACE,1.5,95,Grass - Moderate,23,Hand,,,7,Low,1,3/15/2016,Public
3/22/2019,Sullivan WMA,38.277,-84.826,Franklin,Chris Grasch,KDFWR,51,85,Grass - Heavy,Unknown,Hand,,,8,Moderate,1,3/15/2016,Public
2/26/2019,Smith Tract,38.28,-83.81,Nicholas,Jacob Stewart,KDFWR,66,80,Grass - Moderate,Unknown,Hand,,,9,Moderate,1,,Public
4/16/2019,McAlpine Area F,38.28039,-85.7872,Jefferson,Keith Chasteen,USACE,1.1,70,Grass - Light,Unknown,Hand,,,15,Moderate,10,3/15/2016,Public
4/16/2019,McAlpine Locks Area E-1,38.2809,-85.78812,Jefferson,Keith Chasteen,USACE,4.5,70,Grass - Light,Unknown,Hand,,,8,Moderate,10,3/15/2016,Public
4/9/2014,Veteran's Memorial WMA,38.30458333,-84.55736944,Scott,Dave Frederick,KDFWR,108,80,Grass - Heavy,Unknown,Hand,,,8,Low,10,3/15/2016,Public
3/21/2014,Upper Unit Forest Burn 2,38.319,-83.897,Nicholas,Nathan Gregory,KDFWR,80,80,Litter - Heavy,Unknown,Hand,,,9,Moderate,1,3/15/2016,Public
3/19/2019,Turkey Land,38.32,-83.88,Nicholas,Jacob Stewart,KDFWR,277,85,Shrub - Moderate,Unknown,Hand,,,9,Moderate,10,3/15/2016,Public
3/23/2017,Hamilton Ridge Unit 1,38.3266,-83.8904,Nicholas,Jacob Stewart,KDFWR,209,85,Slash - Moderate,Unknown,Hand,,,4,Low,1,,Public
3/16/2018,School House Ridge,38.3277,-83.8762,Nicholas,Jacob Stewart,KDFWR,182,80,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Public
3/11/2019,River Rd,38.33,-83.87,Nicholas,Jacob Stewart,KDFWR,442,75,Shrub - Moderate,Unknown,Hand,,,7,Low,1,,Public
3/16/2018,Water Hole,38.3308,-83.8881,Nicholas,Jacob Stewart,KDFWR,203,80,Grass - Moderate,Unknown,Hand,,,7,Low,10,,Public
3/9/2016,Hamilton Ridge,38.332,-83.896,Nicholas,Jacob Stewart,KDFWR,47,90,Grass - Heavy,Unknown,Hand,,,4,Moderate,12,4/4/2019,Public
3/7/2016,Griffith Woods WMA,38.334,-84.354,Harrison,Josh Lillpop,KDFWR,20,80,Grass - Moderate,38,Hand,,,4,Low,3,4/3/2019,Public
9/27/2013,None,38.33447983,-84.35438983,Harrison,Josh Lillpop,KDFWR,18,50,Shrub - Light,40,Hand,,,7,Low,12,4/2/2019,Public
3/24/2014,Griffith Woods,38.33587,-84.35439,Harrison,Josh Lillpop,KDFWR,70,80,Grass - Moderate,0,Hand,,,5,Low,12,4/3/2019,Public
3/10/2017,Turkey Land UNit 2,38.3373,-83.8981,Nicholas,Jacob Stewart,KDFWR,233,90,Slash - Moderate,Unknown,Hand,,,7,Low,4,4/2/2019,Public
4/5/2018,Belts,38.3399,-83.8651,Nicholas,Jacob Stewart,KDFWR,422,75,Grass - Moderate,Unknown,Hand,,,7,Low,4,4/3/2019,Public
3/27/2019,Viewing Area,38.34,-83.9,Nicholas,Jacob Stewart,KDFWR,628,50,Shrub - Moderate,Unknown,Hand,,,10,Moderate,29,3/28/2019,Public
3/9/2016,Turkey Land Unit 1,38.341,-83.889,Nicholas,Jacob Stewart,KDFWR,127,75,Litter - Moderate,Unknown,Hand,,,7,Low,18,3/1/2016,Public
3/31/2015,Clay WMA- Belts,38.343,-83.865,Nicholas,Jacob Stewart,KDFWR,188,75,Slash - Moderate,Unknown,Hand,,,7,Low,18,3/1/2016,Public
4/3/2013,None,38.34326778,-83.87278528,Nicholas,Nathan Gregory,KDFWR,40,75,Litter - Moderate,Unknown,Hand,,,7,Low,18,3/1/2016,Public
3/3/2018,Coon Creek/Bedini,38.3465,-83.9319,Nicholas,Jacob Stewart,KDFWR,51,70,Grass - Moderate,Unknown,Hand,,,7,Low,18,3/1/2016,Public
3/29/2016,River Road Unit 3,38.348,-83.878,Nicholas,Jacob Stewart,KDFWR,326,70,Litter - Moderate,Unknown,Hand,,,7,Low,2,,Public
2/25/2019,Lower Unit 7,38.35,-83.92,Nicholas,Jacob Stewart/Cody Rhoden,KDFWR,17,85,Grass - Moderate,Unknown,Hand,,,5,Low,1,4/20/2018,Public
2/25/2019,T-57 Unit3,38.35,-83.93,Nicholas,Jacob Stewart/Cody Rhoden,KDFWR,51,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,4/20/2018,Public
3/13/2019,Bailey Unit 2,38.35,-83.86,Fleming,Jacob Stewart,KDFWR,95,70,Grass - Moderate,Unknown,Hand,,,5,Low,10,,Public
3/21/2013,None,38.35001944,-84.35001944,Harrison,Josh Lillpop,KDFWR,102,90,Grass - Moderate,40,Hand,,,8,Moderate,26,,Private
3/8/2016,Lower Unit 7,38.351,-83.929,Nicholas,Jacob Stewart,KDFWR,17,90,Grass - Moderate,Unknown,Hand,,,12,Low,1,,Private
2/16/2017,River Road,38.3522,-83.8731,Nicholas,Jacob Stewart,KDFWR,347,85,Grass - Heavy,Unknown,Hand,,,10,Low,1,3/15/2015,Private
3/8/2016,T-57 Unit 3,38.353,-83.938,Nicholas,Jacob Stewart,KDFWR,50,90,Grass - Moderate,Unknown,Hand,,,11,Moderate,10,,Private
4/1/2015,Clay WMA-Bailey Tract Unit 2,38.355,-83.867,Fleming,Jacob Stewart,KDFWR,45,80,Grass - Heavy,Unknown,Hand,,,12,Moderate,14,,Private
3/18/2016,Bailey Unit 4,38.356,-83.856,Fleming,Jacob Stewart,KDFWR,50,90,Grass - Moderate,Unknown,Hand,,,10,Low,1,,Private
3/15/2018,Bailey Unit 1,38.3572,-83.8572,Fleming,Jacob Stewart,KDFWR,135,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Private
3/7/2016,T-57 Unit 2,38.359,-83.936,Nicholas,Jacob Stewart,KDFWR,5.5,100,Grass - Moderate,Unknown,Hand,,,5,Low,1,3/15/2014,Private
3/3/2018,T-57Unit 1,38.3598,-83.9361,Nicholas,Jacob Stewart,KDFWR,42,95,Grass - Moderate,Unknown,Hand,,,7,Low,26,,Public
2/25/2019,Gray Unit,38.36,-83.86,Fleming,Nathan Gregory,KDFWR,20,90,Grass - Heavy,Unknown,Hand,,,7,Low,1,,Public
2/15/2017,T-57 Unit 1,38.3619,-83.9377,Nicholas,Jacob Stewart,KDFWR,61,100,Grass - Moderate,Unknown,Hand,,,8,Low,1,,Public
3/9/2017,Viewing Area,38.3619,-83.8991,Nicholas,Jacob Stewart,KDFWR,179,70,Shrub - Moderate,Unknown,Hand,,,8,Low,1,,Public
4/1/2015,Clay WMA-Bailey Tract Unit 1,38.362,-83.865,Fleming,Jacob Stewart,KDFWR,16,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
3/29/2016,Lower Unit 10,38.362,-83.909,Nicholas,Jacob Stewart,KDFWR,102,85,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
3/3/2017,Gray Unit1,38.3627,-83.8779,Fleming,Jacob Stewart,KDFWR,19.7,95,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
3/3/2017,Bailey Unit 1,38.3629,-83.8642,Fleming,Jacob Stewart,KDFWR,45.4,95,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Private
3/9/2018,Gray Unit 1,38.3629,-83.8779,Fleming,Jacob Stewart,KDFWR,41,95,Grass - Heavy,Unknown,Hand,,,5,Low,1,,Public
2/28/2014,Ratliff_Unit1,38.364,-83.936,Nicholas,Nathan Gregory,KDFWR,90,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
4/1/2015,Clay WMA-Gray Tract,38.365,-83.877,Fleming,Jacob Stewart,KDFWR,24,95,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
3/8/2016,Gray Unit 1,38.365,-83.873,Fleming,Jacob Stewart,KDFWR,20,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Private
3/13/2019,Booth Unit 20,38.38,-83.86,Fleming,Jacob Stewart,KDFWR,54,95,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Private
3/18/2015,Booth Unit 5,38.385,-83.868,Fleming,Jacob Stewart,KDFWR,23,80,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
3/8/2016,Booth Unit 20,38.385,-83.866,Fleming,Jacob Stewart,KDFWR,47,90,Grass - Moderate,Unknown,Hand,,,7,Low,10,,Private
3/14/2013,None,38.38579167,-83.86575833,Fleming,Nathan Gregory,KDFWR,47,90,Grass - Moderate,Unknown,Hand,,,7,Low,1,,Private
3/4/2017,Booth Tract Unit 2,38.3889,-83.8721,Fleming,Jacob Stewart,KDFWR,84,90,Litter - Moderate,Unknown,Hand,,,13,Low,1,,Private
3/4/2018,Booth Unit 1,38.3919,-83.8776,Fleming,Jacob Stewart,KDFWR,165,80,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
2/13/2017,Booth Tract Unit 1,38.3937,-83.8742,Fleming,Jacob Stewart,KDFWR,57.2,95,Grass - Heavy,Unknown,Hand,,,6,Low,1,,Public
3/23/2015,Clay WMA-Webb Tract,38.394,-83.864,Fleming,Jacob Stewart,KDFWR,34,85,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
2/27/2018,Webb Unit 1,38.3944,-83.8563,Fleming,Jacob Stewart,KDFWR,60,80,Grass - Moderate,Unknown,Hand,,,13,Low,1,,Private
2/29/2016,Booth Unit 25,38.395,-83.88,Fleming,Jacob Stewart,KDFWR,10,90,Grass - Moderate,Unknown,Hand,,,5,Low,1,,Public
2/29/2016,Booth Unit 10.5,38.396,-83.876,Fleming,Jacob Stewart,KDFWR,10,80,Grass - Moderate,Unknown,Hand,,,6,Low,1,,Public
2/27/2018,Booth Unit 3,38.3962,-83.8739,Fleming,Jacob Stewart,KDFWR,25,80,Grass - Moderate,Unknown,Hand,,,13,Moderate,26,,Private
3/4/2018,Booth Unit 2,38.3988,-83.8787,Fleming,Jacob Stewart,KDFWR,25,80,Grass - Moderate,Unknown,Hand,,,14,Low,26,,Public
3/18/2015,Booth Unit 1,38.4,-83.879,Fleming,Jacob Stewart,KDFWR,10,95,Grass - Moderate,Unknown,Hand,,,14,Low,26,,Public
2/25/2019,Booth Unit 1,38.4,-83.81,Fleming,Nathan Gregory,KDFWR,57,90,Grass - Moderate,Unknown,Hand,,,8,Low,10,,Private
3/20/2014,KRWMA Acree Tract,38.40913,-84.89513,Henry,Scott Ferrell,KDFWR,20,95,Grass - Light,Unknown,Hand,,,8,Low,1,,Private
4/3/2019,Fleming WMA -Wallingford,38.41,-83.61,Fleming,Jacob Stewart,KDFWR,100,80,Grass - Moderate,Unknown,Hand,,,12,Low,10,,Public
3/28/2016,Fleming WMA -Walingford,38.417,-83.609,Fleming,Jacob Stewart,KDFWR,95,80,Grass - Moderate,Unknown,Hand,,,11,Low,17,,Public
9/24/2013,None,38.43555556,-84.95444444,Owen,Dave Frederick,KDFWR,56,60,Grass - Heavy,70,Hand,,,7,Low,26,,Public
3/20/2014,KRWMA Gilbert I Tract,38.435556,-84.954444,Owen,Scott Ferrell,KDFWR,27,95,Grass - Moderate,Unknown,Hand,,,10,Low,13,,Private
4/6/2018,Wheeler Burn,38.454,-85.013,Henry,Chris Grasch,KDFWR,16,100,Grass - Heavy,Unknown,Hand,,,8,Low,7,,Private
4/2/2019,Joe LeMaster Burn,38.599827,-83.101603,Lewis,Robert Lewis,KDFWR,14,70,Grass - Light,Unknown,Hand,,,7,Low,10,,Private
4/2/2013,None,38.77425861,-84.60149722,Grant,Josh Lillpop,KDFWR,38,95,Grass - Moderate,40,Hand,,,9,Moderate,27,,Public
10/1/2013,None,38.77425861,-84.60149722,Grant,Josh Lillpop,KDFWR,12,70,Grass - Heavy,50,Hand,,,9,Moderate,26,4/3/2019,Private
8/26/2013,None,38.80491083,-84.605581,Kenton,Josh Lillpop,KDFWR,7,80,Grass - Light,50,Hand,,,10,Moderate,10,3/26/2019,Private
3/23/2015,Crouch Bluff Road,37.2744,-88.421147,Livingston,Philip Sharp,KDFWR,95.6,95,Grass - Heavy,Unknown,Hand,,,8,Moderate,2,3/7/2016,Private
3/11/2014,Bell Farm,37.2829,-87.3372,McLean,Tracy Bell,Private Landowner,15,100,Grass - Heavy,Unknown,Hand,,,8,Moderate,3,3/7/2016,Private
4/24/2014,Joe O'Bryan Farm,37.3,-73.87,Grayson,Kevin Raymond,KDFWR,29.4,100,Grass - Moderate,2,Hand,,,10,Low,10,,Public
3/27/2019,Bush Windham,37.35,-85.26,Marion,Chris Grasch Apprentice Bryan Cobban,KDFWR,30,95,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
3/27/2019,Sisters of Loretto,37.39,-136.84,Marion,Chris Grasch Apprentice Bryan Cobban,KDFWR,55,70,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
3/19/2016,Shaker Village-Conclave Demo.,37.49,-110.65,Mercer,Ben Robinson,KDFWR,15,85,Grass - Moderate,Unknown,Hand,,,10,Low,10,,Public
